Roary,Name,HG003ProkkaGene,HG003ProkkaTag,HG003ProkkaStart,HG003ProkkaStop,HG003NewTag,HG003NewStart,HG003NewStop,HG003Description,USA300ProkkaGene,USA300ProkkaTag,USA300ProkkaStart,USA300ProkkaStop,USA300NewTag,USA300NewStart,USA300NewStop,USA300OldTag,USA300OldStart,USA300OldStop,USA300Description,MW2ProkkaGene,MW2ProkkaTag,MW2ProkkaStart,MW2ProkkaStop,MW2NewTag,MW2NewStart,MW2NewStop,MW2OldTag,MW2OldStart,MW2OldStop,MW2Description,MSSA476ProkkaGene,MSSA476ProkkaTag,MSSA476ProkkaStart,MSSA476ProkkaStop,MSSA476NewTag,MSSA476NewStart,MSSA476NewStop,MSSA476OldTag,MSSA476OldStart,MSSA476OldStop,MSSA476Description,MRSA252ProkkaGene,MRSA252ProkkaTag,MRSA252ProkkaStart,MRSA252ProkkaStop,MRSA252NewTag,MRSA252NewStart,MRSA252NewStop,MRSA252OldTag,MRSA252OldStart,MRSA252OldStop,MRSA252Description
group_2216,group_0097,,HG003_00377,431034,432146,SAOUHSC_00433,431034,432152,hypothetical protein,,USA300_00448,494999,496111,USA300HOU_RS02365,494999,496111,USA300HOU_0470,494999,496117,hypothetical protein,,MW2_00418,473743,474855,MW_RS02245,473743,474855,MW0424,473743,474855,hypothetical protein,,A476_00415,472405,473517,SAS_RS02215,472405,473523,SAS0427,472405,473523,hypothetical protein,,MRSA252_00447,496343,497455,SAR_RS02330,496343,497455,SAR0469,496343,497461,hypothetical protein
group_3179,group_0098,,HG003_00385,444667,445191,SAOUHSC_00441,444667,445191,hypothetical protein,,USA300_00456,508632,509156,USA300HOU_RS02410,508632,509156,USA300HOU_0476,508632,509156,hypothetical protein,,MW2_00426,487380,487904,MW_RS02290,487380,487904,MW0432,487380,487904,hypothetical protein,,A476_00423,486042,486566,SAS_RS02260,486042,486566,SAS0434,486042,486566,hypothetical protein,,MRSA252_00455,509964,510488,SAR_RS02375,509964,510488,SAR0476,509964,510488,hypothetical protein
group_1734,group_0099,,HG003_00387,447047,447364,SAOUHSC_00444,447047,447364,Nucleoid-associated protein,,USA300_00458,511012,511329,USA300HOU_RS02420,511012,511329,USA300HOU_0478,511012,511329,Nucleoid-associated protein,,MW2_00428,489760,490077,MW_RS02300,489760,490077,MW0434,489760,490077,Nucleoid-associated protein,,A476_00425,488422,488739,SAS_RS02270,488422,488739,SAS0436,488422,488739,Nucleoid-associated protein,,MRSA252_00457,512344,512661,SAR_RS02385,512344,512661,SAR0478,512344,512661,Nucleoid-associated protein
group_2852,group_0100,,HG003_00393,458184,458987,SAOUHSC_00455,458184,458987,hypothetical protein,,USA300_00464,522149,522952,USA300HOU_RS02475,522149,522952,USA300HOU_0484,522149,522952,hypothetical protein,,MW2_00434,500858,501661,MW_RS02355,500858,501661,MW0440,500858,501661,hypothetical protein,,A476_00431,499520,500323,SAS_RS02325,499520,500323,SAS0442,499520,500323,hypothetical protein,,MRSA252_00465,524877,525680,SAR_RS02445,524877,525680,SAR0486,524877,525680,hypothetical protein
group_1904,group_0101,,HG003_00396,460343,460591,SAOUHSC_00458,460343,460591,hypothetical protein,,USA300_00467,524308,524556,USA300HOU_RS02490,524308,524556,USA300HOU_0488,524308,524556,hypothetical protein,,MW2_00437,503017,503265,MW_RS02370,503017,503265,MW0443,503017,503265,hypothetical protein,,A476_00434,501679,501927,SAS_RS02340,501679,501927,SAS0445,501679,501927,hypothetical protein,,MRSA252_00468,527036,527284,SAR_RS02460,527036,527284,SAR0489,527036,527284,hypothetical protein
group_2088,group_0102,,HG003_00448,515499,516245,SAOUHSC_00513,515499,516245,Putative TrmH family tRNA/rRNA methyltransferase,,USA300_00520,579436,580182,USA300HOU_RS02800,579436,580182,USA300HOU_0525,579436,580182,Putative TrmH family tRNA/rRNA methyltransferase,,MW2_00490,563521,564267,MW_RS02695,563521,564267,MW0487,563521,564267,Putative TrmH family tRNA/rRNA methyltransferase,,A476_00487,562152,562898,SAS_RS02665,562152,562898,SAS0489,562152,562898,Putative TrmH family tRNA/rRNA methyltransferase,,MRSA252_00524,584170,584916,SAR_RS02785,584170,584916,SAR0535,584170,584916,Putative TrmH family tRNA/rRNA methyltransferase
group_2729,group_0103,,HG003_00449,516245,516769,SAOUHSC_00514,516245,516769,hypothetical protein,,USA300_00521,580182,580706,USA300HOU_RS02805,580182,580706,USA300HOU_0526,580182,580706,hypothetical protein,,MW2_00491,564267,564791,MW_RS02700,564267,564791,MW0488,564267,564791,hypothetical protein,,A476_00488,562898,563422,SAS_RS02670,562898,563422,SAS0490,562898,563422,hypothetical protein,,MRSA252_00525,584916,585440,SAR_RS02790,584916,585440,SAR0536,584916,585440,hypothetical protein
group_3158,group_0104,,HG003_00469,540483,541448,SAOUHSC_00535,540483,541448,putative epimerase/dehydratase,,USA300_00541,604421,605386,USA300HOU_RS02905,604421,605386,USA300HOU_0546,604421,605386,putative epimerase/dehydratase,,MW2_00511,588506,589471,MW_RS02800,588506,589471,MW0508,588506,589471,putative epimerase/dehydratase,,A476_00508,587137,588102,SAS_RS02770,587137,588102,SAS0511,587137,588102,putative epimerase/dehydratase,,MRSA252_00545,609162,610127,SAR_RS02890,609162,610127,SAR0558,609162,610127,putative epimerase/dehydratase
group_158,group_0105,,HG003_00492,568932,569201,SAOUHSC_00560,568932,569201,hypothetical protein,,USA300_00565,636680,636949,USA300HOU_RS03025,636680,636949,USA300HOU_0571,636680,636949,hypothetical protein,,MW2_00535,620682,620918,MW_RS02920,620649,620918,MW0533,620649,620918,hypothetical protein,,A476_00532,619373,619609,SAS_RS02890,619340,619609,SAS0536,619340,619609,hypothetical protein,,MRSA252_00568,636743,637012,SAR_RS03005,636743,637012,SAR0583,636743,637012,hypothetical protein
group_383,group_0106,,HG003_00496,571747,572127,SAOUHSC_00565,571747,572127,hypothetical protein,,USA300_00569,639495,639875,USA300HOU_RS03045,639495,639875,USA300HOU_0575,639495,639875,hypothetical protein,,MW2_00539,623464,623844,MW_RS02940,623464,623844,MW0537,623464,623844,hypothetical protein,,A476_00536,622155,622535,SAS_RS02910,622155,622535,SAS0540,622155,622535,hypothetical protein,,MRSA252_00572,639584,639964,SAR_RS03025,639584,639964,SAR0587,639584,639964,hypothetical protein
group_1589,group_0107,,HG003_00497,572260,572628,SAOUHSC_00567,572260,572628,hypothetical protein,,USA300_00570,640008,640376,USA300HOU_RS03050,640008,640376,USA300HOU_0576,640008,640376,hypothetical protein,,MW2_00540,623977,624345,MW_RS02945,623977,624345,MW0538,623977,624345,hypothetical protein,,A476_00537,622668,623036,SAS_RS02915,622668,623036,SAS0541,622668,623036,hypothetical protein,,MRSA252_00573,640097,640465,SAR_RS03030,640097,640465,SAR0588,640097,640465,hypothetical protein
group_1770,group_0108,,HG003_00499,574375,574827,SAOUHSC_00571,574375,574827,hypothetical protein,,USA300_00572,642123,642575,USA300HOU_RS03060,642123,642575,USA300HOU_0578,642123,642575,hypothetical protein,,MW2_00542,626091,626543,MW_RS02955,626091,626543,MW0540,626091,626543,hypothetical protein,,A476_00539,624782,625234,SAS_RS02925,624782,625234,SAS0543,624782,625234,hypothetical protein,,MRSA252_00575,642212,642664,SAR_RS03040,642212,642664,SAR0590,642212,642664,hypothetical protein
group_2493,group_0109,,HG003_00500,574840,575604,SAOUHSC_00572,574840,575490,hypothetical protein,,USA300_00573,642588,643352,USA300HOU_RS03065,642588,643352,USA300HOU_0579,642588,643352,hypothetical protein,,MW2_00543,626556,627320,MW_RS02960,626556,627320,MW0541,626556,627206,hypothetical protein,,A476_00540,625247,626011,SAS_RS02930,625247,626011,SAS0544,625247,626011,hypothetical protein,,MRSA252_00576,642677,643441,SAR_RS03045,642677,643441,SAR0591,642677,643441,hypothetical protein
group_2558,group_0110,,HG003_00507,582659,583000,SAOUHSC_00580,582659,583000,hypothetical protein,,USA300_00580,650407,650748,USA300HOU_RS03100,650407,650748,USA300HOU_0586,650407,650748,hypothetical protein,,MW2_00550,634375,634716,MW_RS02995,634375,634716,MW0548,634375,634716,hypothetical protein,,A476_00547,633066,633407,SAS_RS02965,633066,633407,SAS0552,633066,633407,hypothetical protein,,MRSA252_00583,650495,650836,SAR_RS03080,650495,650836,SAR0599,650495,650836,hypothetical protein
group_160,group_0111,,HG003_00509,584361,584801,SAOUHSC_00582,584361,584777,hypothetical protein,,USA300_00582,652109,652549,USA300HOU_RS03110,652109,652549,USA300HOU_0588,652109,652549,hypothetical protein,,MW2_00552,636077,636517,MW_RS03005,636077,636517,MW0550,636077,636517,hypothetical protein,,A476_00549,634768,635208,SAS_RS02975,634768,635208,SAS0554,634768,635208,hypothetical protein,,MRSA252_00585,652197,652637,SAR_RS03090,652197,652637,SAR0601,652197,652637,hypothetical protein
group_853,group_0112,,HG003_00510,585426,586835,SAOUHSC_00584,585426,586835,Ribonuclease,,USA300_00583,653174,654583,USA300HOU_RS03120,653174,654583,USA300HOU_0591,653168,654583,Ribonuclease,,MW2_00553,637142,638551,MW_RS03015,637142,638551,MW0551,637142,638551,Ribonuclease,,A476_00550,635833,637242,SAS_RS02985,635833,637242,SAS0555,635833,637242,Ribonuclease,,,,,,,,,,,
group_854,group_0113,,HG003_00511,586839,587465,SAOUHSC_00585,586908,587465,hypothetical protein,,USA300_00584,654587,655213,USA300HOU_RS03125,654587,655213,USA300HOU_0592,654587,655213,hypothetical protein,,MW2_00554,638555,639181,MW_RS03020,638555,639181,MW0552,638555,639181,hypothetical protein,,A476_00551,637246,637872,SAS_RS02990,637267,637872,SAS0556,637246,637872,hypothetical protein,,,,,,,,,,,
group_384,group_0114,,HG003_00512,587591,588232,SAOUHSC_00586,587591,588232,hypothetical protein,,USA300_00585,655339,655980,USA300HOU_RS03130,655348,655980,USA300HOU_0593,655339,655980,hypothetical protein,,MW2_00555,639317,639949,MW_RS03025,639317,639949,MW0553,639317,639949,hypothetical protein,,A476_00552,638008,638640,SAS_RS02995,638005,638640,SAS0557,638008,638640,hypothetical protein,,,,,,,,,,,
group_855,group_0115,,HG003_00513,588320,588937,SAOUHSC_00587,588392,588937,hypothetical protein,,USA300_00586,656068,656685,USA300HOU_RS03135,656068,656685,USA300HOU_0594,656068,656685,hypothetical protein,,MW2_00556,640037,640654,MW_RS03030,640037,640654,MW0554,640037,640654,hypothetical protein,,A476_00553,638728,639345,SAS_RS03000,638749,639345,SAS0558,638728,639345,hypothetical protein,,,,,,,,,,,
group_856,group_0116,,HG003_00514,589012,589641,SAOUHSC_00588,589012,589641,hypothetical protein,,USA300_00587,656760,657389,USA300HOU_RS03140,656760,657389,USA300HOU_0595,656760,657389,hypothetical protein,,MW2_00557,640729,641358,MW_RS03035,640729,641358,MW0555,640729,641358,hypothetical protein,,A476_00554,639420,640049,SAS_RS03005,639420,640049,SAS0559,639420,640049,hypothetical protein,,,,,,,,,,,
group_42,group_0117,,HG003_00515,589837,590430,SAOUHSC_00591,589837,590430,hypothetical protein,,USA300_00588,657585,658205,USA300HOU_RS03150,657585,658205,USA300HOU_0597,657585,658205,hypothetical protein,,MW2_00558,641554,642174,MW_RS03045,641554,642174,MW0556,641554,642174,hypothetical protein,,A476_00555,640245,640697,SAS_RS03015,640245,640866,SAS0560,640245,640866,hypothetical protein,,,,,,,,,,,
group_857,group_0118,,HG003_00516,590598,591230,SAOUHSC_00592,590589,591230,hypothetical protein,,USA300_00589,658345,658977,USA300HOU_RS03155,658345,658977,USA300HOU_0598,658336,658977,hypothetical protein,,MW2_00559,642314,642946,MW_RS03050,642314,642946,MW0557,642305,642946,hypothetical protein,,A476_00556,641006,641638,SAS_RS03020,640997,641638,SAS0562,640997,641638,hypothetical protein,,,,,,,,,,,
group_161,group_0119,,HG003_00517,591277,591744,SAOUHSC_00593,591277,591905,hypothetical protein,,USA300_00590,659024,659194,USA300HOU_RS15100,659024,659194,USA300HOU_0599,659024,659653,hypothetical protein,,MW2_00560,642993,643622,MW_RS03055,642993,643622,MW0558,642993,643622,hypothetical protein,,A476_00557,641685,642314,SAS_RS03025,641685,642314,SAS0563,641685,642314,hypothetical protein,,,,,,,,,,,
group_858,group_0120,,HG003_00518,592358,592987,SAOUHSC_00596,592358,592987,hypothetical protein,,USA300_00591,660106,660735,USA300HOU_RS03165,660106,660735,USA300HOU_0601,660106,660735,hypothetical protein,,MW2_00561,644075,644704,MW_RS03060,644075,644704,MW0559,644075,644704,hypothetical protein,,A476_00558,642767,643396,SAS_RS03030,642767,643396,SAS0564,642767,643396,hypothetical protein,,,,,,,,,,,
group_859,group_0121,,HG003_00519,593111,593752,SAOUHSC_00598,593183,593752,hypothetical protein,,USA300_00592,660859,661500,USA300HOU_RS03170,660859,661500,USA300HOU_0602,660850,661500,hypothetical protein,,MW2_00562,644828,645469,MW_RS03065,644828,645469,MW0560,644828,645469,hypothetical protein,,A476_00559,643520,644161,SAS_RS03035,643541,644161,SAS0565,643511,644161,hypothetical protein,,,,,,,,,,,
group_2554,group_0122,,HG003_00520,593789,594424,SAOUHSC_00599,593789,594424,hypothetical protein,,USA300_00593,661537,662172,USA300HOU_RS03175,661537,662172,USA300HOU_0603,661537,662172,hypothetical protein,,MW2_00563,645506,646141,MW_RS03070,645506,646141,MW0561,645578,646141,hypothetical protein,,A476_00560,644198,644833,SAS_RS03040,644198,644833,SAS0566,644198,644833,hypothetical protein,,MRSA252_00587,654656,655294,SAR_RS03105,654659,655294,SAR0603,654659,655294,hypothetical protein
group_1013,group_0123,,HG003_00521,594390,594635,SAOUHSC_00600,594375,594635,hypothetical protein,,USA300_00594,662138,662383,USA300HOU_RS03180,662138,662383,USA300HOU_0604,662138,662383,hypothetical protein,,MW2_00564,646107,646352,MW_RS03075,646107,646352,,,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,
group_44,group_0124,,HG003_00522,594659,595285,SAOUHSC_00602,594659,595285,hypothetical protein,,USA300_00595,662407,663033,USA300HOU_RS03185,662410,663033,USA300HOU_0605,662407,663033,hypothetical protein,,MW2_00565,646376,647002,MW_RS03080,646379,647002,MW0562,646376,647002,hypothetical protein,,A476_00561,645068,645694,SAS_RS03050,645068,645694,SAS0567,645068,645694,hypothetical protein,,MRSA252_00590,655765,656151,SAR_RS14945,655765,656151,,,,hypothetical protein
group_2801,group_0125,,HG003_00526,597925,599220,SAOUHSC_00606,597925,599220,hypothetical protein,,USA300_00599,665673,666968,USA300HOU_RS03205,665673,666968,USA300HOU_0609,665673,666968,hypothetical protein,,MW2_00569,649642,650937,MW_RS03100,649642,650937,MW0566,649642,650937,hypothetical protein,,A476_00565,648334,649629,SAS_RS03070,648334,649629,SAS0571,648334,649629,hypothetical protein,,MRSA252_00595,659742,661037,SAR_RS03140,659742,661037,SAR0611,659742,661037,hypothetical protein
group_1924,group_0126,,HG003_00527,599263,599769,SAOUHSC_00607,599248,599769,hypothetical protein,,USA300_00600,667011,667517,USA300HOU_RS03210,667011,667517,,,,hypothetical protein,,MW2_00570,650980,651486,MW_RS03105,650980,651486,MW0567,650980,651486,hypothetical protein,,A476_00566,649672,650178,SAS_RS03075,649657,650178,SAS0572,649672,650178,hypothetical protein,,MRSA252_00596,661080,661586,SAR_RS03145,661080,661586,SAR0612,661080,661586,hypothetical protein
HG003_00529,group_0127,,HG003_00529,601353,601460,SAOUHSC_00609,601353,601460,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2400,group_0128,,HG003_00534,606029,607015,SAOUHSC_00614,606065,607015,putative ABC transporter permease protein,,USA300_00607,673776,674762,USA300HOU_RS03245,673776,674762,USA300HOU_0616,673776,674762,putative ABC transporter permease protein,,MW2_00577,657683,658669,MW_RS03140,657683,658669,MW0574,657719,658669,putative ABC transporter permease protein,,A476_00573,656315,657301,SAS_RS03110,656351,657301,SAS0578,656351,657301,putative ABC transporter permease protein,,MRSA252_00602,667807,668793,SAR_RS03180,667807,668793,SAR0619,667843,668793,putative ABC transporter permease protein
group_2965,group_0129,,HG003_00537,608709,609215,SAOUHSC_00617,608709,609215,hypothetical protein,,USA300_00610,676456,676962,USA300HOU_RS03260,676456,676962,USA300HOU_0619,676456,676962,hypothetical protein,,MW2_00580,660363,660869,MW_RS03155,660363,660869,MW0577,660363,660869,hypothetical protein,,A476_00576,658995,659501,SAS_RS03125,658995,659501,SAS0581,658995,659501,hypothetical protein,,MRSA252_00605,670487,670993,SAR_RS03195,670487,670993,SAR0622,670487,670993,hypothetical protein
group_2073,group_0130,,HG003_00538,609377,610093,SAOUHSC_00618,609377,610093,hypothetical protein,,USA300_00611,677124,677840,USA300HOU_RS03265,677124,677840,USA300HOU_0620,677097,677840,hypothetical protein,,MW2_00581,661031,661747,MW_RS03160,661031,661747,MW0578,661031,661747,hypothetical protein,,A476_00577,659663,660379,SAS_RS03130,659663,660379,SAS0582,659663,660379,hypothetical protein,,MRSA252_00606,671155,671871,SAR_RS03200,671155,671871,SAR0623,671155,671871,hypothetical protein
group_85,group_0131,,HG003_00541,612623,613552,SAOUHSC_00621,612623,613516,hypothetical protein,,USA300_00614,680370,680930,USA300HOU_RS03280,680370,680894,USA300HOU_0624,680370,680930,hypothetical protein,,MW2_00584,664276,665205,MW_RS03175,664276,665205,MW0581,664276,665169,hypothetical protein,,A476_00580,662908,663837,SAS_RS03145,662908,663837,SAS0585,662908,663837,hypothetical protein,,MRSA252_00609,674399,675328,SAR_RS03215,674399,675328,SAR0626,674399,675328,hypothetical protein
group_386,group_0132,,HG003_00542,613747,613971,SAOUHSC_00622,613747,613971,hypothetical protein,,USA300_00631,694851,695075,USA300HOU_RS03365,694851,695075,USA300HOU_0640,694851,695075,hypothetical protein,,MW2_00585,665400,665624,MW_RS03180,665400,665624,MW0582,665400,665624,hypothetical protein,,A476_00581,664032,664256,SAS_RS03150,664032,664256,SAS0586,664032,664256,hypothetical protein,,MRSA252_00610,675521,675745,SAR_RS03220,675521,675745,SAR0627,675521,675745,hypothetical protein
group_2778,group_0133,,HG003_00557,627926,628678,SAOUHSC_00639,627926,628678,hypothetical protein,,USA300_00646,708755,709507,USA300HOU_RS03440,708755,709507,USA300HOU_0655,708755,709507,hypothetical protein,,MW2_00600,679438,680190,MW_RS03255,679438,680190,MW0597,679438,680190,hypothetical protein,,A476_00596,677937,678689,SAS_RS03225,677937,678689,SAS0601,677937,678689,hypothetical protein,,MRSA252_00628,691135,691887,SAR_RS03310,691135,691887,SAR0645,691135,691887,hypothetical protein
group_2131,group_0134,,HG003_00567,640086,640919,SAOUHSC_00651,640086,640919,hypothetical protein,,USA300_00656,720915,721748,USA300HOU_RS03495,720915,721748,USA300HOU_0667,720915,721748,hypothetical protein,,MW2_00610,691596,692429,MW_RS03310,691596,692429,MW0608,691596,692429,hypothetical protein,,A476_00606,690095,690928,SAS_RS03280,690095,690928,SAS0611,690095,690928,hypothetical protein,,MRSA252_00638,703294,704127,SAR_RS03365,703294,704127,SAR0656,703294,704127,hypothetical protein
group_1821,group_0135,,HG003_00574,646350,646847,SAOUHSC_00659,646350,646847,hypothetical protein,,USA300_00663,727179,727676,USA300HOU_RS03530,727179,727676,USA300HOU_0674,727179,727676,hypothetical protein,,MW2_00617,697861,698358,MW_RS03345,697861,698358,MW0615,697861,698358,hypothetical protein,,A476_00613,696359,696856,SAS_RS03315,696359,696856,SAS0618,696359,696856,hypothetical protein,,MRSA252_00645,709558,710055,SAR_RS03400,709558,710055,SAR0663,709558,710055,hypothetical protein
group_3016,group_0136,,HG003_00575,647303,648370,SAOUHSC_00660,647303,648370,hypothetical protein,,USA300_00664,728132,729199,USA300HOU_RS03535,728132,729199,USA300HOU_0675,728219,729199,hypothetical protein,,MW2_00618,698815,699882,MW_RS03350,698815,699882,MW0616,698815,699882,hypothetical protein,,A476_00614,697313,698380,SAS_RS03320,697313,698380,SAS0619,697313,698380,hypothetical protein,,MRSA252_00646,710511,711578,SAR_RS03405,710511,711578,SAR0664,710511,711578,hypothetical protein
group_396,group_0137,,HG003_00577,649893,650321,SAOUHSC_00662,649893,650321,hypothetical protein,,USA300_00666,730722,731150,USA300HOU_RS03550,730722,731150,USA300HOU_0677,730722,731150,hypothetical protein,,MW2_00620,701405,701833,MW_RS03365,701405,701833,MW0618,701405,701833,hypothetical protein,,A476_00616,699903,700331,SAS_RS03335,699903,700331,SAS0621,699903,700331,hypothetical protein,,MRSA252_00648,713100,713528,SAR_RS03420,713100,713528,SAR0666,713100,713528,hypothetical protein
group_2697,group_0138,,HG003_00587,660690,661334,SAOUHSC_00672,660690,661334,hypothetical protein,,USA300_00676,741519,742163,USA300HOU_RS03600,741519,742163,USA300HOU_0687,741519,742163,hypothetical protein,,MW2_00630,712202,712846,MW_RS03415,712202,712846,MW0628,712202,712846,hypothetical protein,,A476_00626,710700,711344,SAS_RS03385,710700,711344,SAS0631,710700,711344,hypothetical protein,,MRSA252_00658,723779,724423,SAR_RS03470,723779,724423,SAR0676,723779,724423,hypothetical protein
